196,17,162.22061452780216,39
186,45,159.66569249725836,92
22,15,157.93689784225134,128
244,1,152.5614179672096,238
166,16,163.0975551625468,20
298,32,157.92264966355575,127
115,23,159.74260962418472,92
253,18,159.44818829062024,97
305,7,153.4591006217195,222
6,55,153.79331279775653,211
62,12,152.69507626553764,232
286,39,150.12590290789072,288
200,2,153.55569615840534,216
210,32,157.66568860191714,132
224,13,157.3242718371621,141
303,32,139.6671710843495,484
122,33,161.10994214135303,61
194,11,148.43180252223578,305
291,39,149.5394332945857,296
234,19,138.91901617689192,480
119,59,155.37403817368906,181
167,36,160.73040924412004,69
299,7,150.2527004572009,280
308,57,143.90568529080443,397
95,22,150.33843340601334,278
38,42,158.4224105408216,121
102,3,153.69329735587147,216
63,53,159.62818160645003,93
160,49,158.36107982805746,120
50,1,162.97194594339848,24
301,7,150.63834976412775,275
225,20,162.76315496511344,27
290,19,156.72485621481857,150
97,20,161.04876094185374,63
157,32,161.71897632133548,51
181,46,141.93768283126292,435
278,46,162.96832202029745,23
276,39,137.28934830158994,518
7,44,143.89946042657962,403
10,32,154.9681433545793,184
284,50,161.78841449237964,47
201,1,144.74727507305766,386
287,50,161.1103524056102,62
246,52,154.5490433987742,195
242,26,163.07919769922287,20
249,59,156.17389523111453,161
99,58,157.53033526356182,136
178,23,150.47815375904878,273
251,53,160.35842621446616,77
81,27,161.27433494239284,58
260,47,162.9139818747849,24
25,18,160.29251796241908,78
59,55,145.40921222980487,382
72,22,157.59201082195585,137
87,28,153.68649856101547,211
42,25,155.34391350397036,183
292,57,158.10846731478716,124
20,24,161.82840316390144,48
13,20,130.82175119711746,636
138,37,161.59835670231578,51
60,28,153.7316510016781,208
57,25,159.0031269180519,106
223,56,159.05373480542843,105
189,44,155.0832059525951,187
243,7,160.15262868797356,81
92,32,144.6769086692724,388
241,17,162.96024566337235,23
254,58,156.3033591394081,159
293,55,144.51747305126733,388
127,47,163.02130987944872,23
222,22,144.68816719745902,387
267,45,154.95249436772934,185
11,45,155.28693693083315,181
8,13,161.2871754154868,59
162,15,162.03087888469747,42
279,25,142.92234566210325,434
145,3,148.49014635761867,316
28,7,160.27095162954615,79
135,46,161.37191544138798,55
32,56,162.1046489839888,41
90,50,149.04668615071895,300
216,53,157.7092003560537,131
250,30,158.18643209653655,122
271,15,150.25601736710047,278
265,33,161.88741510421124,46
198,16,155.11820761384956,181
168,58,160.8326975424989,69
110,52,157.59969056437387,133
58,7,156.7768806508779,154
237,13,161.727475633472,48
94,1,144.0676639920017,400
128,42,155.14561497923557,184
44,16,156.64115927104783,151
264,0,158.22817033919367,120
41,13,161.55558611653004,52
82,13,155.94715401236078,168
262,47,156.23066305268878,160
174,25,155.8380157720373,177
43,39,153.33956247666208,221
84,18,160.7716686723115,68
269,55,148.4817294165859,323
259,3,161.84349661959484,46
85,57,149.68298752019163,288
213,32,158.03497644058075,126
121,16,160.51597791704933,74
49,55,153.84196049547938,215
155,30,163.0133437707626,22
68,17,162.41275435684778,34
172,57,162.7822934017562,27
19,24,163.10766433419542,20
