196,1,162.2475824490375,39
186,0,159.87227452012408,92
22,4,158.16729239880007,128
244,8,152.74959813675952,238
166,7,163.1575221163363,20
298,8,157.93547297596783,127
115,1,159.83866224306723,92
253,8,159.47005774146334,97
305,1,153.53671289340411,222
6,4,153.8526027153357,211
62,1,152.92179597953373,232
286,5,149.99552145474405,288
200,8,153.61515353707557,216
210,8,157.6691257030403,132
224,6,157.3501967901682,141
303,1,139.7340028172106,484
122,8,161.22905045382691,61
194,7,149.1486579555832,305
291,8,149.4942932133516,296
234,1,139.907428270218,480
119,6,155.35203718501134,181
167,5,160.7949255614522,69
299,1,150.29115942050936,280
308,8,144.18952721513043,397
95,3,150.4678002513828,278
38,2,158.84707276974356,121
102,0,153.6017580419204,216
63,1,159.6655693297919,93
160,8,158.3705531626256,120
50,3,162.95382738846484,24
301,1,150.82554192734293,275
225,8,162.77035183077217,27
290,2,156.8474480754569,150
97,8,161.1913230295229,63
157,5,161.66557475660042,51
181,4,142.79262059771338,435
278,8,162.96810622071715,23
276,8,137.30068105075318,518
7,8,144.23388386984985,403
10,8,154.98477064502117,184
284,1,161.798804379542,47
201,1,145.28217876970507,386
287,8,161.16535848628385,62
246,9,154.6882116536082,195
242,3,163.11076822241665,20
249,8,156.25142692504474,161
99,3,157.53409506901897,136
178,8,150.74152314994842,273
251,8,160.3778888145714,77
81,2,161.343272589727,58
260,7,162.94092975905394,24
25,8,160.30466017759588,78
59,8,145.3322091051858,382
72,1,157.6782524629018,137
87,8,153.82600184931874,211
42,6,155.242473331441,183
292,8,158.0474467688471,124
20,7,161.8952078679164,48
13,1,132.2828371901696,636
138,8,161.60884206348635,51
60,8,153.78599751037564,208
57,6,158.9798829267782,106
223,7,159.19733136247888,105
189,8,155.18446637994526,187
243,7,160.17273508008148,81
92,1,144.58002864867308,388
241,1,162.97220134882411,23
254,4,156.47407383559815,159
293,4,144.6880507409748,388
127,0,163.105016823851,23
222,7,144.80857605479525,387
267,8,154.9830095093604,185
11,6,155.39408819033264,181
8,8,161.27419204040524,59
162,2,162.04858208831178,42
279,7,142.85309814753367,434
145,6,148.83273816448482,316
28,8,160.31014606613147,79
135,1,161.39006951492516,55
32,1,162.1139584808836,41
90,8,149.34320724773875,300
216,8,157.80755176623558,131
250,8,158.31314641753428,122
271,1,150.4546983906546,278
265,3,161.90563939113426,46
198,4,155.30003855786708,181
168,2,160.9361487226001,69
110,1,157.705627172302,133
58,8,156.89668882702458,154
237,9,161.74105934310685,48
94,8,144.07864660292742,400
128,8,155.34554998808701,184
44,1,156.87859703772776,151
264,8,158.383305424798,120
41,3,161.54549459620765,52
82,4,156.03785194857844,168
262,1,156.37994740479581,160
174,2,155.966334959755,177
43,8,153.47988633401138,221
84,8,160.79559834207382,68
269,9,148.47339163466978,323
259,8,161.8444709465912,46
85,4,149.84978988358012,288
213,8,158.0167764857628,126
121,2,160.67704152376396,74
49,7,154.07818979303636,215
155,9,163.00091867622686,22
68,9,162.49705648847663,34
172,2,162.77863510104052,27
19,0,163.11115038754906,20
268,7,147.8233156266738,328
5,2,156.00641788424463,175
80,3,162.68216363390115,29
66,5,162.28637607566614,38
18,1,150.4404068357111,277
26,4,158.85888814871274,107
130,8,146.8092358060415,353
256,8,154.27044664401092,207
1,8,151.07127928954472,272
56,8,155.07011099316816,187
15,4,159.30141528898685,104
207,1,152.87804851057754,230
232,1,159.65732034409157,93
52,8,161.36915079312342,56
161,5,161.42038326013716,58
148,8,161.1568118182308,65
125,1,155.72100568769451,182
83,8,156.7810562430561,155
272,8,161.62539320633084,51
151,8,149.1105119994054,307
54,8,161.0551502180928,65
16,8,157.44285168200142,140
91,2,159.45036098074567,98
294,8,156.8066130115273,150
229,9,162.7279228254967,30
36,0,163.15324671245563,20
70,2,157.6779630737859,131
14,9,159.47221563626127,98
295,8,154.64403336742012,196
233,8,158.8166697894746,110
214,1,157.93485770164898,128
192,1,162.42381767663477,35
100,0,161.25589469904213,59
307,3,158.70789049909118,112
297,1,154.8952313468896,192
193,4,158.3881804137749,121
113,8,161.7135964106973,51
275,7,159.46804384320808,95
219,7,162.80600401367695,28
218,1,161.52044510232494,53
123,1,161.54122535216035,54
158,8,155.75833281225107,173
302,9,163.0678670266019,21
23,9,156.77898487241254,151
296,8,157.1181106852378,147
33,8,162.89725247064146,24
154,1,161.63471853315082,51
77,9,160.70452217731673,72
270,8,157.67396671027603,138
187,8,161.43008307775375,56
170,6,163.01642871315198,22
101,2,160.84423332711785,67
184,1,151.67110764436217,251
112,2,161.8797830022556,46
133,2,162.82968954980907,26
215,1,159.63583055771696,93
69,1,160.99046821236044,65
104,4,158.8335567163458,111
240,3,162.92558554093256,24
144,1,154.12624258124674,206
191,3,162.74909182590272,27
61,4,163.09091605040976,21
142,9,162.51341873754419,33
177,1,158.5488306237239,115
203,2,162.06487886793295,43
21,1,155.53817146620193,179
197,4,158.59348830106015,118
134,7,162.89541266040166,25
180,7,161.17359590894455,63
236,4,158.35548490740769,124
263,8,158.22709044336318,123
109,1,153.16780660314748,234
64,1,154.4214095876247,200
114,2,161.7854395498965,48
239,1,156.83901944697843,159
117,8,159.97668760013156,86
65,8,160.2919604304401,80
137,8,161.94866894945943,47
257,5,161.35907830687742,57
111,8,162.92803913296197,24
285,6,162.5432711214293,32
96,8,161.4385746544825,56
116,4,157.2308099506764,143
73,3,160.95272795187145,66
221,2,157.10011106122124,146
235,1,159.53859584045875,94
164,6,161.1189492073462,63
281,7,162.85857514997983,26
182,1,162.739578353335,28
129,4,162.6736074999435,30
45,8,161.7786849397657,48
131,1,162.6690938232201,30
230,2,157.86676366827032,133
126,2,161.9765066183423,45
231,6,163.0787021903759,21
280,6,151.68656380318203,258
288,1,160.6013902516983,75
152,6,159.01663386052664,106
217,2,160.67295974479637,76
79,6,161.4776171462544,55
75,8,160.49937896315075,79
245,6,163.02188767154212,22
282,8,163.02599229479253,22
78,9,163.10684275795114,21
118,8,160.71511545965143,71
283,8,161.53665616208755,53
171,4,162.71144326028588,28
107,9,163.04179447747578,22
226,2,161.68823522989234,50
306,1,162.54516177660523,32
173,6,162.01117210545473,43
185,8,161.76124660316924,48
150,1,162.56496739290978,32
274,8,160.69432221366895,71
188,8,158.763349868352,112
48,1,160.95906996927494,66
311,8,149.70964058354548,294
165,7,162.64340898904655,30
208,6,162.51742600010425,33
2,8,161.10785716298957,62
205,1,163.0216391122319,22
248,2,161.50967329715047,56
93,3,163.11856532665593,20
159,9,159.24032521020425,107
146,3,162.69238407056977,29
29,9,162.42121943423084,34
156,1,162.2914253318444,37
37,8,161.382279444759,57
141,0,159.0645527531195,107
195,5,159.43169785826905,96
108,1,162.49469367285673,33
47,1,162.86444317742576,25
255,1,160.2722990052309,83
89,8,160.56791416745514,76
140,6,163.04873239320884,21
190,1,161.28145239988018,59
24,8,160.83417500151288,68
17,4,162.74960207777988,28
313,4,151.35020073231485,262
53,2,162.72618939635137,28
124,3,162.93476340353263,24
149,1,162.38704645712158,36
176,1,161.12935375632478,63
