1050,38,157.3892031940123,50
1051,7,158.55888919562196,19
1052,24,158.32277528668033,26
1053,31,159.0115833113387,7
1054,1,159.2404119219192,1
1055,13,158.79444739710877,13
1056,4,158.20417860867653,30
1057,29,159.01739934433246,7
1058,28,159.24038432508257,1
1059,10,158.85752964713708,11
1060,26,157.28797111593914,53
1061,20,159.05783292529787,6
1062,19,158.27795353968503,27
1063,31,159.24045350880976,1
1064,20,158.21328271040673,28
1065,0,157.25368571160146,54
1066,31,158.8977078592364,10
1067,10,158.57171408276628,19
1068,19,158.9742092175628,8
1069,26,157.6868315370927,42
1070,31,159.20200437173276,2
1071,36,158.1893827139477,29
1072,39,158.54190008187618,20
1073,31,157.74134410165976,40
1074,12,159.01382148563772,7
1075,6,158.3750012752777,24
1076,7,158.78110779398537,14
1077,31,158.24754429606764,27
1078,37,158.0219426033677,34
1079,11,159.0151115931378,7
1080,18,158.22341702824764,28
1081,15,157.4584601651503,50
1082,39,158.90256242541068,10
1083,30,158.94198782026447,9
1084,31,158.8749840557102,11
1085,29,157.88819329345412,37
1086,31,158.9380594478294,9
1087,37,158.00230567973335,34
1088,34,158.49678911195969,21
1089,5,157.46040934224004,50
1090,7,159.04905301972954,6
1091,31,159.0116027962501,7
1092,32,158.7885490696808,13
1093,35,159.240471544698,1
1094,31,158.82111900109078,12
1095,25,157.4024032072243,50
1096,31,157.74911024432882,42
1097,25,159.24038432508257,1
1098,1,159.2404119219192,1
1099,6,158.36712696500274,24
1100,16,158.681954733404,16
1101,6,158.59355406887556,18
1102,28,159.12539277249246,4
1103,1,159.09373896473042,5
1104,32,156.99701654719235,59
1105,16,158.71749842940602,15
1106,35,159.088267249354,5
1107,17,159.24039081249362,1
1108,30,157.50511012427341,50
1109,11,157.7839542223591,40
1110,31,158.90462562567814,10
1111,6,158.6771718968889,16
1112,35,158.68124701869834,16
1113,37,158.97590013804347,8
1114,37,158.59494509824546,18
1115,13,157.45866098390505,50
1116,23,158.67363147203497,16
1117,31,158.97588111791106,8
1118,31,158.5266338527963,20
1119,30,159.20219185245222,2
1120,23,158.97916149814782,8
1121,13,158.6716213304637,16
1122,37,157.41101141924037,50
1123,4,158.83052290266465,12
1124,10,158.76153484883233,14
1125,21,158.9042865904532,10
1126,6,157.36993665532958,50
1127,7,158.71708705793398,15
1128,1,159.2404119219192,1
1129,37,158.53088476677058,20
1130,37,157.40223555698208,50
1131,32,159.1637090276644,3
1132,6,158.19235051278756,29
1133,3,158.2098030947533,29
1134,37,159.12569476180724,4
1135,22,159.08854463923805,5
1136,34,159.24038432508257,1
1137,23,159.05045515966646,6
1138,31,157.68028788250857,42
1139,5,157.32877865070964,52
1140,38,158.02579245596718,33
1141,37,158.4791906805373,21
1142,18,157.84921728626378,38
1143,8,158.71385362136135,15
1144,31,157.3782203990063,50
1145,23,159.04836981426374,6
1146,39,157.4242596537157,50
1147,27,155.95563596361575,86
1148,3,157.46711856671925,50
1149,7,158.09046716925573,31
1150,25,158.13890966688513,30
1151,39,159.24038432508257,1
1152,16,157.49936567170775,50
1153,16,155.51111020719327,98
1154,13,158.9874700142869,8
1155,38,157.37923766509599,50
1156,26,158.6795453534073,16
1157,26,156.01296903572867,85
1158,31,157.59859711381318,44
1159,9,157.0214957355927,60
1160,21,158.81890701218725,12
1161,31,157.9757366621439,34
1162,31,156.85567533186915,67
1163,28,159.16584314795685,3
1164,6,158.23793617715165,28
1165,19,158.86128020803875,11
1166,19,158.9361509970747,9
1167,19,158.60754591996698,18
1168,26,158.85898498678463,11
1169,23,158.97334877507657,8
1170,7,159.16425707114936,3
1171,7,159.163752201075,3
1172,1,159.24038432508257,1
1173,25,156.93981918582492,65
1174,15,158.93689513435228,9
1175,25,157.4484735221572,50
1176,9,159.24038432508257,1
1177,9,159.12623566156162,4
1178,4,158.75894401120513,14
1179,3,159.13536303210896,4
1180,30,158.57218923509515,19
1181,0,159.2404061299909,1
1182,34,159.12797593998792,4
1183,6,158.515038815464,20
1184,37,158.30291938254027,26
1185,31,159.20193624338253,2
1186,22,159.01172452814592,7
