1050,13
1051,11
1052,12
1053,14
1054,14
1055,14
1056,4
1057,10
1058,5
1059,11
1060,17
1061,19
1062,2
1063,14
1064,3
1065,14
1066,14
1067,11
1068,13
1069,5
1070,11
1071,13
1072,8
1073,14
1074,12
1075,2
1076,8
1077,14
1078,2
1079,0
1080,2
1081,10
1082,9
1083,9
1084,11
1085,12
1086,14
1087,2
1088,6
1089,15
1090,11
1091,14
1092,4
1093,14
1094,14
1095,2
1096,14
1097,12
1098,14
1099,12
1100,16
1101,12
1102,1
1103,18
1104,12
1105,11
1106,0
1107,8
1108,7
1109,3
1110,16
1111,13
1112,13
1113,11
1114,2
1115,14
1116,13
1117,14
1118,14
1119,13
1120,1
1121,11
1122,2
1123,16
1124,4
1125,3
1126,2
1127,2
1128,14
1129,14
1130,2
1131,3
1132,16
1133,7
1134,16
1135,5
1136,11
1137,14
1138,14
1139,0
1140,16
1141,14
1142,2
1143,11
1144,14
1145,13
1146,15
1147,0
1148,8
1149,0
1150,2
1151,15
1152,11
1153,14
1154,12
1155,4
1156,2
1157,5
1158,14
1159,2
1160,10
1161,14
1162,0
1163,17
1164,0
1165,13
1166,13
1167,5
1168,14
1169,14
1170,2
1171,14
1172,12
1173,3
1174,16
1175,10
1176,0
1177,9
1178,5
1179,5
1180,7
1181,7
1182,18
1183,14
1184,2
1185,14
1186,13
1187,10
1188,5
1189,5
1190,14
1191,0
1192,7
1193,2
1194,7
1195,14
1196,7
1197,2
1198,4
1199,14
1200,14
1201,12
1202,4
1203,14
1204,12
1205,14
1206,16
1207,10
1208,6
1209,4
1210,2
1211,14
1212,5
1213,11
1214,7
1215,11
1216,14
1217,6
1218,12
1219,19
1220,11
1221,13
1222,5
1223,14
1224,12
1225,19
1226,2
1227,8
1228,4
1229,3
1230,16
1231,16
1232,12
1233,0
1234,2
1235,3
1236,12
1237,3
1238,14
1239,16
1240,15
1241,18
1242,14
1243,15
1244,1
1245,16
1246,17
1247,0
1248,14
1249,16
1250,4
1251,14
1252,2
1253,14
1254,12
1255,10
1256,4
1257,5
1258,6
1259,16
1260,14
1261,16
1262,0
1263,10
1264,2
1265,16
1266,14
1267,18
1268,16
1269,4
1270,9
1271,13
1272,6
1273,4
1274,2
1275,0
1276,14
1277,2
1278,9
1279,11
1280,12
1281,11
1282,16
1283,16
1284,2
1285,8
1286,11
1287,3
1288,2
1289,10
1290,11
1291,14
1292,15
1293,14
1294,6
1295,19
1296,14
1297,6
1298,5
1299,14
1300,16
1301,15
1302,2
1303,16
1304,13
1305,16
1306,19
1307,5
1308,14
1309,14
1310,4
1311,2
1312,12
1313,8
1314,14
1315,0
1316,0
1317,11
1318,14
1319,11
1320,11
1321,9
1322,8
1323,14
1324,14
1325,2
1326,18
1327,19
1328,6
1329,14
1330,2
1331,1
1332,14
1333,15
1334,13
1335,4
1336,17
1337,12
1338,15
1339,9
1340,8
1341,3
1342,14
1343,0
1344,18
1345,2
1346,15
1347,5
1348,4
1349,5
1350,2
1351,11
1352,14
1353,9
1354,14
1355,7
1356,3
1357,2
1358,14
1359,16
1360,6
1361,14
1362,14
1363,12
1364,17
1365,7
1366,2
1367,14
1368,16
1369,11
1370,2
1371,16
1372,14
1373,1
1374,2
1375,10
1376,11
1377,2
1378,2
1379,2
1380,11
1381,14
1382,6
1383,1
1384,12
1385,11
1386,12
1387,2
1388,19
1389,11
1390,13
1391,16
1392,10
1393,14
1394,2
1395,14
1396,10
1397,10
1398,16
1399,13
1400,0
1401,14
1402,3
1403,17
1404,17
1405,2
1406,9
1407,0
1408,8
1409,14
1410,7
1411,12
1412,14
1413,9
1414,10
1415,16
1416,2
1417,6
1418,9
1419,18
1420,14
1421,14
1422,3
1423,14
1424,5
1425,0
1426,9
1427,16
1428,14
1429,14
1430,18
1431,16
1432,10
1433,14
1434,15
1435,2
1436,14
1437,0
1438,0
1439,2
1440,11
1441,14
1442,6
1443,16
1444,19
1445,2
1446,3
1447,14
1448,14
1449,11
1450,2
1451,16
1452,18
1453,10
1454,15
1455,7
1456,1
1457,16
1458,14
1459,2
1460,2
1461,5
1462,4
1463,14
1464,18
1465,14
1466,13
1467,5
1468,0
1469,17
1470,12
1471,12
1472,12
1473,14
1474,4
1475,4
1476,14
1477,14
1478,4
1479,14
1480,12
1481,2
1482,1
1483,4
1484,4
1485,13
1486,11
1487,9
1488,0
1489,14
1490,4
1491,12
1492,14
1493,3
1494,14
1495,12
1496,16
1497,6
1498,3
1499,14
1500,18
1501,18
1502,10
1503,2
1504,2
1505,13
1506,19
1507,11
1508,12
1,14
2,9
3,4
4,18
5,11
6,14
7,9
8,14
9,1
10,18
11,13
12,0
13,16
14,5
15,14
16,11
17,16
18,1
19,16
20,10
21,14
22,14
23,15
24,13
25,12
26,1
27,8
28,5
29,17
30,15
31,13
32,11
33,10
34,2
35,15
36,14
37,14
38,19
39,16
40,17
41,10
42,2
43,5
44,0
45,6
46,14
47,14
48,14
49,14
50,14
51,11
52,12
53,14
54,14
55,2
56,1
57,18
58,17
59,7
60,11
61,18
62,10
63,16
64,2
65,5
66,7
67,13
68,14
69,18
70,16
71,14
72,14
73,2
74,1
75,13
76,14
77,6
78,17
79,19
80,16
81,3
82,11
83,2
84,14
85,14
86,14
87,5
88,5
89,2
90,11
91,5
92,4
93,10
94,18
95,14
96,12
97,13
98,9
99,7
100,5
101,14
102,16
103,13
104,10
105,5
106,6
107,11
108,14
109,13
110,16
111,9
112,4
113,3
114,3
115,2
116,11
117,0
118,5
119,5
120,2
121,2
122,7
123,7
124,15
125,14
126,12
127,18
128,0
129,14
130,12
131,16
132,14
133,12
134,13
135,14
136,14
137,2
138,4
139,2
140,7
141,14
142,12
143,1
144,11
145,7
146,13
147,13
148,2
149,9
150,12
151,11
152,5
153,12
154,2
155,15
156,7
157,11
158,14
159,1
160,16
161,18
162,12
163,16
164,12
165,0
166,15
167,2
168,16
169,16
170,12
171,14
172,14
173,2
174,19
175,12
176,3
177,8
178,19
179,12
180,3
181,18
182,5
183,14
184,14
185,11
186,5
187,5
188,11
189,14
190,4
191,14
192,0
193,13
194,14
195,8
196,5
197,4
198,16
199,8
200,2
201,14
202,12
203,12
204,14
205,11
206,2
207,11
208,6
209,12
210,6
211,6
212,12
213,14
214,2
215,0
216,0
217,14
218,4
219,13
220,16
221,18
222,7
223,5
224,11
225,12
226,16
227,14
228,13
229,13
230,7
231,18
232,3
233,4
234,1
235,4
236,6
237,16
238,10
239,5
240,14
241,16
242,14
243,5
244,11
245,2
246,6
247,2
248,10
249,0
250,3
251,16
252,0
253,13
254,2
255,2
256,6
257,14
258,4
259,18
260,6
261,11
262,11
263,5
264,9
265,11
266,11
267,9
268,0
269,15
270,4
271,10
272,7
273,2
274,14
275,17
276,2
277,0
278,14
279,2
280,8
281,12
282,7
283,14
284,13
285,14
286,14
287,9
288,9
289,9
290,4
291,2
292,14
293,11
294,10
295,15
296,3
297,7
298,11
299,6
300,8
301,16
302,12
303,3
304,13
305,12
306,1
307,12
308,1
309,6
310,17
311,0
312,3
313,2
314,14
315,14
316,15
317,10
318,10
319,19
320,16
321,11
322,10
323,6
324,14
325,14
326,2
327,16
328,0
329,7
330,12
331,14
332,2
333,6
334,6
335,2
336,7
337,14
338,2
339,14
340,12
341,14
342,12
343,16
344,15
345,0
346,16
347,12
348,5
349,4
350,14
351,14
352,2
353,0
354,16
355,4
356,17
357,5
358,11
359,14
360,16
361,10
362,2
363,16
364,1
365,2
366,2
367,2
368,13
369,18
370,2
371,10
372,14
373,14
374,3
375,9
376,11
377,14
378,2
379,14
380,11
381,2
382,11
383,2
384,16
385,7
386,16
387,11
388,5
389,0
390,2
391,11
392,14
393,2
394,14
395,10
396,0
397,13
398,6
399,4
400,7
401,14
402,2
403,2
404,14
405,11
406,14
407,13
408,6
409,3
410,0
411,16
412,10
413,6
414,9
415,12
416,6
417,5
418,12
419,14
420,4
421,11
422,14
423,8
424,10
425,15
426,4
427,10
428,14
429,16
430,13
431,6
432,10
433,19
434,12
435,18
436,12
437,13
438,15
439,11
440,14
441,16
442,2
443,11
444,2
445,15
446,2
447,13
448,16
449,2
450,4
451,0
452,2
453,17
454,14
455,14
456,11
457,13
458,8
459,2
460,8
461,5
462,19
463,2
464,2
465,4
466,16
467,13
468,3
469,2
470,14
471,12
472,5
473,13
474,6
475,16
476,14
477,15
478,19
479,16
480,12
481,13
482,1
483,1
484,10
485,14
486,2
487,11
488,15
489,4
490,16
491,13
492,13
493,9
494,2
495,6
496,2
497,7
498,3
499,0
500,14
501,14
502,10
503,14
504,5
505,12
506,2
507,14
508,7
509,4
510,11
511,14
512,14
513,12
514,2
515,2
516,14
517,11
518,2
519,14
520,11
521,1
522,11
523,6
524,15
525,17
526,19
527,14
528,16
529,6
530,14
531,1
532,16
533,15
534,2
535,7
536,15
537,3
538,11
539,2
540,2
541,2
542,13
543,14
544,14
545,16
546,0
547,10
548,0
549,4
550,2
551,11
552,19
553,11
554,13
555,14
556,16
557,4
558,11
559,18
560,12
561,4
562,18
563,2
564,0
565,11
566,4
567,14
568,3
569,2
570,2
571,14
572,5
573,10
574,12
575,4
576,14
577,12
578,6
579,16
580,11
581,14
582,14
583,5
584,9
585,3
586,2
587,5
588,1
589,14
590,18
591,16
592,9
593,2
594,14
595,11
596,14
597,16
598,14
599,12
600,14
601,2
602,5
603,6
604,14
605,14
606,19
607,14
608,13
609,7
610,14
611,15
612,8
613,0
614,2
615,16
616,13
617,11
618,13
619,11
620,0
621,4
