0,362,3.022802768962063
0,424,2.903910190658811
0,875,3.554667575027076
0,434,3.004456563168851
0,629,3.5084867075664623
0,1205,3.004456563168851
0,247,3.004456563168851
0,352,3.004456563168851
0,583,3.004456563168851
0,255,3.004456563168851
0,274,3.004456563168851
0,79,3.004456563168851
0,143,4.0
0,3,3.004456563168851
0,103,3.1417676729199617
1,1267,3.3125
1,541,2.0270194935000685
1,5,3.0151869194932974
1,551,3.9919139815338234
1,475,4.0
1,1255,3.004456563168851
1,509,3.004456563168851
1,490,3.004456563168851
1,786,3.807103825136612
1,788,3.004456563168851
1,1390,3.004456563168851
1,1118,3.004456563168851
1,1171,2.678934548331247
1,1231,2.2744232912343008
1,1295,3.004456563168851
1,1010,3.004456563168851
2,244,3.004456563168851
2,658,3.004456563168851
2,213,3.004456563168851
2,932,4.0
2,183,4.0
2,307,3.5022282815844257
2,1250,3.691326530612245
2,1348,3.074327528987607
2,583,3.004456563168851
2,876,3.9138596120829687
2,1952,4.0
2,1953,4.0
2,723,3.004456563168851
2,1604,3.7879551984551942
2,1198,3.5022282815844257
3,2000,3.004456563168851
3,588,3.004456563168851
3,327,2.516328899891591
3,1638,3.004456563168851
3,1809,3.004456563168851
3,822,3.5993028210792484
3,204,3.004456563168851
3,2008,3.004456563168851
3,316,3.004456563168851
3,1990,3.004456563168851
3,1620,3.004456563168851
3,1622,3.004456563168851
3,234,3.004456563168851
3,805,3.004456563168851
3,1623,3.004456563168851
3,1037,3.004456563168851
4,706,3.004456563168851
4,350,3.004456563168851
4,235,3.004456563168851
4,934,3.004456563168851
4,318,3.004456563168851
5,512,3.004456563168851
5,365,2.84375
5,168,3.004456563168851
5,102,3.004456563168851
5,1348,3.004456563168851
5,1664,3.004456563168851
5,182,3.004456563168851
5,242,3.004456563168851
5,218,3.004456563168851
5,408,3.004456563168851
5,477,3.004456563168851
5,22,3.004456563168851
5,1224,3.004456563168851
5,203,3.004456563168851
5,442,3.004456563168851
5,1198,3.004456563168851
5,615,3.004456563168851
6,314,2.756880733944954
6,1510,3.004456563168851
6,383,3.8472951680672267
6,512,3.5678694158075603
6,84,3.004456563168851
6,365,3.004456563168851
6,835,4.0
6,1577,3.6001698713461856
6,599,4.0
6,951,3.004456563168851
6,167,4.0
6,139,4.0
6,245,3.004456563168851
6,1027,4.0
6,371,3.3788241005498603
6,1168,2.0318294313053795
6,3,3.004456563168851
6,810,3.004456563168851
6,1548,3.004456563168851
6,533,3.475891028080285
7,1488,3.004456563168851
7,1428,3.004456563168851
7,850,3.004456563168851
7,444,3.004456563168851
7,479,3.004456563168851
7,758,3.004456563168851
7,765,2.7323083651629116
7,617,2.504116514632808
7,531,3.004456563168851
7,244,3.004456563168851
7,1690,3.004456563168851
7,104,3.004456563168851
7,398,2.7464775356190607
7,1783,3.004456563168851
7,177,3.004456563168851
7,545,3.004456563168851
7,825,3.004456563168851
7,181,3.004456563168851
7,1715,3.004456563168851
7,693,3.0333056976225112
7,1716,3.004456563168851
7,478,3.004456563168851
7,586,3.004456563168851
7,1720,3.004456563168851
7,1687,2.6944444444444446
7,658,3.2522282815844257
7,179,3.004456563168851
7,965,3.004456563168851
7,156,3.004456563168851
7,1744,3.004456563168851
7,583,3.4379793834975714
7,1746,3.004456563168851
7,1749,3.004456563168851
7,1543,4.0
7,1892,3.004456563168851
7,981,3.004456563168851
7,692,2.36646913765203
7,42,3.004456563168851
7,1550,3.004456563168851
7,727,3.004456563168851
7,43,3.004456563168851
7,1771,3.004456563168851
7,1005,3.004456563168851
7,66,3.004456563168851
7,352,2.6826663254345795
7,1017,3.004456563168851
7,113,3.004456563168851
7,1703,3.004456563168851
7,130,3.004456563168851
8,10,3.004456563168851
8,675,3.141859931001456
8,1391,3.004456563168851
8,1103,4.0
8,207,3.016580389742316
8,315,4.0
8,824,3.004456563168851
8,246,3.004456563168851
8,1593,3.004456563168851
8,216,3.004456563168851
8,1160,3.004456563168851
8,1379,2.9480130698487423
8,1656,3.004456563168851
